panel,gender_of_panel,label,label_display,system,activity,role,model,gender_of_row,score_type,pearson_r,score_pvalue,n_seeds,n_subjects,used_by_figure,description
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,female,pearson_r,0.3475738676829668,3.535156267160851e-48,10,3257,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,female,pearson_r,0.340719034572491,3.308736390307766e-45,10,3257,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_self_selected_gait_speed,masked legs,long_masked_legs,female,pearson_r,0.3171030864250745,2.780523174588249e-39,10,3257,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_self_selected_gait_speed,all but head,long_all_but_head,female,pearson_r,0.3334356632676131,1.0256618050791438e-43,10,3257,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_self_selected_gait_speed,all but arms,long_all_but_arms,female,pearson_r,0.3402794723182176,1.7108655246570796e-44,10,3257,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_self_selected_gait_speed,all but torso,long_all_but_torso,female,pearson_r,0.3412874286197092,9.843906684951978e-46,10,3257,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_self_selected_gait_speed,all but legs,long_all_but_legs,female,pearson_r,0.3744782038906198,6.748885726560441e-56,10,3257,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_tm_3kmh,full model,long_seq,female,pearson_r,0.3523784380017679,1.2624821071386188e-47,10,3189,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_tm_3kmh,masked head,long_masked_head,female,pearson_r,0.3588255278959673,2.5446355859830328e-49,10,3189,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_tm_3kmh,masked arms,long_masked_arms,female,pearson_r,0.3480698846000137,5.2965119206726195e-46,10,3189,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_tm_3kmh,masked torso,long_masked_torso,female,pearson_r,0.3567471320856331,5.1149231883827665e-48,10,3189,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_tm_3kmh,masked legs,long_masked_legs,female,pearson_r,0.3347100628193341,2.995320947376682e-42,10,3189,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_tm_3kmh,all but head,long_all_but_head,female,pearson_r,0.3263053072003444,8.313308482636024e-41,10,3189,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_tm_3kmh,all but arms,long_all_but_arms,female,pearson_r,0.3456487948957361,4.071057109697874e-45,10,3189,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_tm_3kmh,all but torso,long_all_but_torso,female,pearson_r,0.3280627453515407,1.84305679359783e-41,10,3189,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,hand_grip_right,R Hand Grip Strength,frailty_group,activity_tm_3kmh,all but legs,long_all_but_legs,female,pearson_r,0.3584369171772077,3.9659372762290864e-49,10,3189,True,"Maximal right hand grip strength measured in kilograms using a hand dynamometer, indicating muscular strength and overall physical function"
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_self_selected_gait_speed,full model,long_seq,female,pearson_r,0.2262185790516788,3.947500677612315e-16,10,2971,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_self_selected_gait_speed,masked head,long_masked_head,female,pearson_r,0.2608267006187142,4.01169850953987e-24,10,2971,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,female,pearson_r,0.2677525986956315,4.6628685942618285e-25,10,2971,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,female,pearson_r,0.2275369923948072,9.839141558713099e-17,10,2971,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_self_selected_gait_speed,masked legs,long_masked_legs,female,pearson_r,0.2669110943105486,3.3475474555120454e-24,10,2971,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_self_selected_gait_speed,all but head,long_all_but_head,female,pearson_r,0.2551297189608019,1.360367413302632e-22,10,2971,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_self_selected_gait_speed,all but arms,long_all_but_arms,female,pearson_r,0.2381406444979092,1.9214525190124882e-19,10,2971,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_self_selected_gait_speed,all but torso,long_all_but_torso,female,pearson_r,0.2607164623029026,2.0821566183914637e-23,10,2971,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_self_selected_gait_speed,all but legs,long_all_but_legs,female,pearson_r,0.2569568324412826,1.1861961835491126e-22,10,2971,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_tm_3kmh,full model,long_seq,female,pearson_r,0.2105122045376568,1.820261117135002e-14,10,2909,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_tm_3kmh,masked head,long_masked_head,female,pearson_r,0.247636493541602,1.561063411122262e-20,10,2909,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_tm_3kmh,masked arms,long_masked_arms,female,pearson_r,0.2472229398325317,9.199511467907831e-21,10,2909,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_tm_3kmh,masked torso,long_masked_torso,female,pearson_r,0.2128456603238149,3.146420064523437e-14,10,2909,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_tm_3kmh,masked legs,long_masked_legs,female,pearson_r,0.251321498435657,3.816679689220557e-21,10,2909,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_tm_3kmh,all but head,long_all_but_head,female,pearson_r,0.2471851811125884,3.674014272683249e-21,10,2909,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_tm_3kmh,all but arms,long_all_but_arms,female,pearson_r,0.2275372549408699,1.5078019766003942e-17,10,2909,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_tm_3kmh,all but torso,long_all_but_torso,female,pearson_r,0.2655195449434933,8.10996639272225e-24,10,2909,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,heart_rate_mean_during_sleep,HR During Sleep,sleep_group_group,activity_tm_3kmh,all but legs,long_all_but_legs,female,pearson_r,0.2594007721652943,5.434717948702595e-23,10,2909,True,Mean heart rate in beats per minute averaged across entire sleep period
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,full model,long_seq,female,pearson_r,0.6294978059747549,9.617416465133656e-180,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,masked head,long_masked_head,female,pearson_r,0.6260057237370674,3.1212326578317455e-178,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,female,pearson_r,0.6166410966890774,6.230600628537919e-172,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,female,pearson_r,0.6236420027936498,1.7963841205542774e-174,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,masked legs,long_masked_legs,female,pearson_r,0.6219619977976036,1.359628971017269e-175,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,all but head,long_all_but_head,female,pearson_r,0.5916772994084532,1.6834621172966593e-152,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,all but arms,long_all_but_arms,female,pearson_r,0.620430023229207,8.988261150573771e-172,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,all but torso,long_all_but_torso,female,pearson_r,0.6040859181860918,8.854249895113266e-160,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_self_selected_gait_speed,all but legs,long_all_but_legs,female,pearson_r,0.6184125275005241,2.597011350296929e-173,10,3231,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,full model,long_seq,female,pearson_r,0.6267417052587827,4.47116079148405e-174,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,masked head,long_masked_head,female,pearson_r,0.6275028605469708,1.058027508126484e-174,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,masked arms,long_masked_arms,female,pearson_r,0.613268611254166,6.8068898162036095e-164,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,masked torso,long_masked_torso,female,pearson_r,0.6205187684213962,3.206847742272517e-167,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,masked legs,long_masked_legs,female,pearson_r,0.6222609265492574,3.2187167466722048e-170,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,all but head,long_all_but_head,female,pearson_r,0.5966336490895968,8.32801978916938e-152,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,all but arms,long_all_but_arms,female,pearson_r,0.6170073294072416,1.6146561008118263e-166,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,all but torso,long_all_but_torso,female,pearson_r,0.6113525022313337,1.7659519751149962e-161,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_sound_speed,Liver Sound Speed,liver_group,activity_tm_3kmh,all but legs,long_all_but_legs,female,pearson_r,0.6164337471519776,9.487364781768535e-165,10,3165,True,Measures the speed of sound propagation through liver tissue; a physical property used in ultrasound elastography and tissue characterization to assess liver stiffness and fibrosis.
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,full model,long_seq,female,pearson_r,0.2099300415241715,1.0331809387136643e-16,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,masked head,long_masked_head,female,pearson_r,0.2161004636513646,1.85875440595468e-17,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,female,pearson_r,0.2276830569922269,3.414811709585891e-20,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,female,pearson_r,0.2153556358117445,1.3144439212189928e-16,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,masked legs,long_masked_legs,female,pearson_r,0.2111862193211703,1.6570867570300952e-16,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,all but head,long_all_but_head,female,pearson_r,0.2328263591650543,1.8032993534016046e-20,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,all but arms,long_all_but_arms,female,pearson_r,0.214195275637741,1.6161181880745718e-17,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,all but torso,long_all_but_torso,female,pearson_r,0.2397678477030578,1.5985482245188453e-21,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_self_selected_gait_speed,all but legs,long_all_but_legs,female,pearson_r,0.2453265680738454,1.7855312838921181e-22,10,3232,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,full model,long_seq,female,pearson_r,0.1985838772674293,5.403371391950573e-15,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,masked head,long_masked_head,female,pearson_r,0.2325905957114636,4.919412330410445e-19,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,masked arms,long_masked_arms,female,pearson_r,0.2248737987004202,2.2282662325535763e-19,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,masked torso,long_masked_torso,female,pearson_r,0.2149642079257397,2.553525712454523e-16,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,masked legs,long_masked_legs,female,pearson_r,0.2383478937591673,1.1268616084891627e-19,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,all but head,long_all_but_head,female,pearson_r,0.2423020483190263,3.0275787665982064e-21,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,all but arms,long_all_but_arms,female,pearson_r,0.2231194694227705,4.9324183054900484e-18,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,all but torso,long_all_but_torso,female,pearson_r,0.2496442302188997,4.954893089481424e-23,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,liver_viscosity,Liver Viscosity,liver_group,activity_tm_3kmh,all but legs,long_all_but_legs,female,pearson_r,0.2557725453647225,8.70758322071851e-24,10,3166,True,"Measures the viscosity (thickness/resistance to flow) of liver tissue, typically obtained through ultrasound or imaging techniques to assess liver tissue properties and potential fibrosis or disease state."
c,female,rdi,Rdi,sleep_group_group,activity_self_selected_gait_speed,full model,long_seq,female,pearson_r,0.3625645853725119,2.284939779389252e-44,10,2965,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_self_selected_gait_speed,masked head,long_masked_head,female,pearson_r,0.3677720354260503,3.100504859285076e-46,10,2965,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_self_selected_gait_speed,masked arms,long_masked_arms,female,pearson_r,0.3508270033557742,4.485666182493235e-42,10,2965,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_self_selected_gait_speed,masked torso,long_masked_torso,female,pearson_r,0.3473983697367157,3.139427386987451e-42,10,2965,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_self_selected_gait_speed,masked legs,long_masked_legs,female,pearson_r,0.3717563993208961,1.259889350364146e-47,10,2965,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_self_selected_gait_speed,all but head,long_all_but_head,female,pearson_r,0.3500548964493888,2.520088218958281e-43,10,2965,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_self_selected_gait_speed,all but arms,long_all_but_arms,female,pearson_r,0.3682618493623971,2.0982273020444558e-45,10,2965,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_self_selected_gait_speed,all but torso,long_all_but_torso,female,pearson_r,0.3629330971776531,1.654873978096668e-46,10,2965,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_self_selected_gait_speed,all but legs,long_all_but_legs,female,pearson_r,0.3451930260566481,1.5035566071817738e-41,10,2965,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_tm_3kmh,full model,long_seq,female,pearson_r,0.3655657816915116,1.2402938269411724e-42,10,2903,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_tm_3kmh,masked head,long_masked_head,female,pearson_r,0.3641404011798429,1.6985443700271086e-43,10,2903,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_tm_3kmh,masked arms,long_masked_arms,female,pearson_r,0.3471480364040707,1.8683388845071797e-40,10,2903,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_tm_3kmh,masked torso,long_masked_torso,female,pearson_r,0.3449513961561098,5.566726725939687e-41,10,2903,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_tm_3kmh,masked legs,long_masked_legs,female,pearson_r,0.3780578652288291,1.3288046935394772e-48,10,2903,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_tm_3kmh,all but head,long_all_but_head,female,pearson_r,0.3550322751441367,8.28215210189172e-42,10,2903,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_tm_3kmh,all but arms,long_all_but_arms,female,pearson_r,0.3662153924094881,6.015982078376017e-45,10,2903,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_tm_3kmh,all but torso,long_all_but_torso,female,pearson_r,0.3700472000520285,4.144086428763747e-46,10,2903,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,rdi,Rdi,sleep_group_group,activity_tm_3kmh,all but legs,long_all_but_legs,female,pearson_r,0.3427389767628971,4.8199769450581446e-39,10,2903,True,Respiratory Disturbance Index - total number of apneic and hypopneic events per hour of sleep (similar to AHI)
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_self_selected_gait_speed,full model,long_seq,female,pearson_r,0.0853643908642164,0.0048778562303815,10,2550,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_self_selected_gait_speed,masked head,long_masked_head,female,pearson_r,0.0463319498229871,0.1365858195418144,10,2550,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_self_selected_gait_speed,masked arms,long_masked_arms,female,pearson_r,0.0990156100265506,0.0006142197930571,10,2550,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_self_selected_gait_speed,masked torso,long_masked_torso,female,pearson_r,0.0302628353996418,0.3247388952730187,10,2550,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_self_selected_gait_speed,masked legs,long_masked_legs,female,pearson_r,0.0516697705844108,0.0723408307712747,10,2550,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_self_selected_gait_speed,all but head,long_all_but_head,female,pearson_r,0.0507768828685242,0.0844475446903148,10,2550,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_self_selected_gait_speed,all but arms,long_all_but_arms,female,pearson_r,0.0205859774662416,0.4357986628558988,10,2550,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_self_selected_gait_speed,all but torso,long_all_but_torso,female,pearson_r,0.0492660466726011,0.0938292335538095,10,2550,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_self_selected_gait_speed,all but legs,long_all_but_legs,female,pearson_r,0.0040563580192919,0.6932070680662444,10,2550,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_tm_3kmh,full model,long_seq,female,pearson_r,0.1014199617780171,0.0006806127171632,10,2497,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_tm_3kmh,masked head,long_masked_head,female,pearson_r,0.0417056552525551,0.2062925391007393,10,2497,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_tm_3kmh,masked arms,long_masked_arms,female,pearson_r,0.0943597137818423,0.0014131193151273,10,2497,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_tm_3kmh,masked torso,long_masked_torso,female,pearson_r,0.0344655937674014,0.2480368975409877,10,2497,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_tm_3kmh,masked legs,long_masked_legs,female,pearson_r,0.042439846221147,0.1523376476971532,10,2497,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_tm_3kmh,all but head,long_all_but_head,female,pearson_r,0.0359498201064427,0.2184282222010396,10,2497,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_tm_3kmh,all but arms,long_all_but_arms,female,pearson_r,0.0116606741946108,0.6166152284566327,10,2497,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_tm_3kmh,all but torso,long_all_but_torso,female,pearson_r,0.0410134866510778,0.1824708239805474,10,2497,True,
c,female,sleep_hours,Sleep Hours in 24H,lifestyle_ordinal,activity_tm_3kmh,all but legs,long_all_but_legs,female,pearson_r,0.0047125775474052,0.7370704513705941,10,2497,True,
c,female,snoring,Snoring,lifestyle_ordinal,activity_self_selected_gait_speed,full model,long_seq,female,auc,0.5946314102564103,,10,2362,True,
c,female,snoring,Snoring,lifestyle_ordinal,activity_self_selected_gait_speed,masked head,long_masked_head,female,auc,0.5841416855203619,,10,2362,True,
c,female,snoring,Snoring,lifestyle_ordinal,activity_self_selected_gait_speed,masked arms,long_masked_arms,female,auc,0.5937190260719671,,10,2362,True,
c,female,snoring,Snoring,lifestyle_ordinal,activity_self_selected_gait_speed,masked torso,long_masked_torso,female,auc,0.5830838585434174,,10,2362,True,
